accession	run_id
SAMN00792087	SRR413742
SAMN00792086	SRR413741
SAMN00792085	SRR413740
SAMN00792084	SRR413739
SAMN00792083	SRR413738
SAMN00792082	SRR413737
SAMN00792081	SRR413736
SAMN00792080	SRR413735
SAMN00792079	SRR413734
SAMN00792078	SRR413733
SAMN00792077	SRR413732
SAMN00792076	SRR413731
SAMN00792075	SRR413730
SAMN00792074	SRR413729
SAMN00792073	SRR413728
SAMN00792072	SRR413727
SAMN00792071	SRR413726
SAMN00792070	SRR413725
SAMN00792069	SRR413724
SAMN00792068	SRR413723
SAMN00792067	SRR413722
SAMN00792066	SRR413721
SAMN00792065	SRR413720
SAMN00792064	SRR413719
SAMN00792063	SRR413718
SAMN00792062	SRR413717
SAMN00792061	SRR413716
SAMN00792060	SRR413715
SAMN00792059	SRR413714
SAMN00792058	SRR413713
SAMN00792057	SRR413712
SAMN00792056	SRR413711
SAMN00792055	SRR413710
SAMN00792054	SRR413709
SAMN00792053	SRR413708
SAMN00792052	SRR413707
SAMN00792051	SRR413706
SAMN00792050	SRR413705
SAMN00792049	SRR413704
SAMN00792048	SRR413703
SAMN00792047	SRR413702
SAMN00792046	SRR413701
SAMN00792045	SRR413700
SAMN00792044	SRR413699
SAMN00792043	SRR413698
SAMN00792042	SRR413697
SAMN00792041	SRR413696
SAMN00792040	SRR413695
SAMN00792039	SRR413694
SAMN00792038	SRR413693
SAMN00792037	SRR413692
SAMN00792036	SRR413691
SAMN00792035	SRR413690
SAMN00792034	SRR413689
SAMN00792033	SRR413688
SAMN00792032	SRR413687
SAMN00792031	SRR413686
SAMN00792030	SRR413685
SAMN00792029	SRR413684
SAMN00792028	SRR413683
SAMN00792027	SRR413682
SAMN00792026	SRR413681
SAMN00792025	SRR413680
SAMN00792024	SRR413679
SAMN00792023	SRR413678
SAMN00792022	SRR413677
SAMN00792021	SRR413676
SAMN00792020	SRR413675
SAMN00792019	SRR413674
SAMN00792018	SRR413673
SAMN00791919	SRR413574
SAMN00791918	SRR413573
SAMN00791917	SRR413572
SAMN00791916	SRR413571
SAMN00791915	SRR413570
SAMN00791914	SRR413569
SAMN00791913	SRR413568
SAMN00791912	SRR413567
SAMN00715239	SRR341689
SAMN00715238	SRR341688
SAMN00715237	SRR341687
SAMN00715236	SRR341686
SAMN00715235	SRR341685
SAMN00715234	SRR341684
SAMN00715233	SRR341683
SAMN00715232	SRR341682
SAMN00715231	SRR341681
SAMN00715230	SRR341680
SAMN00715229	SRR341679
SAMN00715228	SRR341678
SAMN00715227	SRR341677
SAMN00715226	SRR341676
SAMN00715225	SRR341675
SAMN00715224	SRR341674
SAMN00715223	SRR341673
SAMN00715222	SRR341672
SAMN00715221	SRR341671
SAMN00715220	SRR341670
SAMN00715219	SRR341669
SAMN00715218	SRR341668
SAMN00715217	SRR341667
SAMN00715216	SRR341666
SAMN00715215	SRR341665
SAMN00715214	SRR341664
SAMN00715213	SRR341663
SAMN00715212	SRR341662
SAMN00715211	SRR341661
SAMN00715210	SRR341660
SAMN00715209	SRR341659
SAMN00715208	SRR341658
SAMN00715207	SRR341657
SAMN00715206	SRR341656
SAMN00715205	SRR341655
SAMN00715204	SRR341654
SAMN00715165	SRR341615
SAMN00715164	SRR341614
SAMN00715163	SRR341613
SAMN00715162	SRR341612
SAMN00715161	SRR341611
SAMN00715160	SRR341610
SAMN00715159	SRR341609
SAMN00715158	SRR341608
SAMN00715157	SRR341607
SAMN00715156	SRR341606
SAMN00715155	SRR341605
SAMN00715154	SRR341604
SAMN00715153	SRR341603
SAMN00715152	SRR341602
SAMN00715151	SRR341601
SAMN00715150	SRR341600
SAMN00715149	SRR341599
SAMN00715148	SRR341598
SAMN00715147	SRR341597
SAMN00715146	SRR341596
SAMN00715145	SRR341595
SAMN00715144	SRR341594
SAMN00715143	SRR341593
SAMN00715142	SRR341592
SAMN00715141	SRR341591
SAMN00715140	SRR341590
SAMN00715139	SRR341589
SAMN00715138	SRR341588
SAMN00715137	SRR341587
SAMN00715136	SRR341586
SAMN00715135	SRR341585
SAMN00715134	SRR341584
SAMN00715133	SRR341583
SAMN00715132	SRR341582
SAMN00715131	SRR341581
SAMN00993245	SRR1778456
SAMN00993244	SRR1778455
SAMN00993243	SRR1778454
SAMN00993242	SRR1778453
SAMN00993241	SRR1778452
SAMN00993240	SRR1778451
SAMEA2581977	ERR528337
SAMEA2581976	ERR528336
SAMEA2581975	ERR528335
SAMEA2581973	ERR528333
SAMEA2581972	ERR528332
SAMEA2581971	ERR528331
SAMEA2581961	ERR528330
SAMEA2581970	ERR527139
SAMEA2581969	ERR527138
SAMEA2581968	ERR527137
SAMEA2581967	ERR527136
SAMEA2581966	ERR527135
SAMEA2581965	ERR527134
SAMEA2581964	ERR527133
SAMEA2581963	ERR527132
SAMEA2581962	ERR527131
SAMEA2581960	ERR527130
SAMEA2581959	ERR527129
SAMEA2581958	ERR527128
SAMEA2581957	ERR527127
SAMEA2581956	ERR527126
SAMEA2581955	ERR527125
SAMEA2581954	ERR527124
SAMEA2581953	ERR527123
SAMEA2581952	ERR527122
SAMEA2581951	ERR527121
SAMEA2581950	ERR527120
SAMEA2581949	ERR527119
SAMEA2581948	ERR527118
SAMEA2581947	ERR527117
SAMEA2581946	ERR527116
SAMEA2581945	ERR527115
SAMEA2581944	ERR527114
SAMEA2581943	ERR527113
SAMEA2581942	ERR527112
SAMEA2581941	ERR527111
SAMEA2581940	ERR527110
SAMEA2581939	ERR527109
SAMEA2581938	ERR527108
SAMEA2581937	ERR527107
SAMEA2581936	ERR527106
SAMEA2581935	ERR527105
SAMEA2581934	ERR527104
SAMEA2581933	ERR527103
SAMEA2581931	ERR527101
SAMEA2581930	ERR527100
SAMEA2581929	ERR527099
SAMEA2581928	ERR527098
SAMEA2581927	ERR527097
SAMEA2581926	ERR527096
SAMEA2581925	ERR527095
SAMEA2581924	ERR527094
SAMEA2581923	ERR527093
SAMEA2581922	ERR527092
SAMEA2581921	ERR527091
SAMEA2581920	ERR527090
SAMEA2581919	ERR527089
SAMEA2581918	ERR527088
SAMEA2581917	ERR527087
SAMEA2581916	ERR527086
SAMEA2581915	ERR527085
SAMEA2581914	ERR527084
SAMEA2581913	ERR527083
SAMEA2581912	ERR527082
SAMEA2581911	ERR527081
SAMEA2581910	ERR527080
SAMEA2581909	ERR527079
SAMEA2581908	ERR527078
SAMEA2581907	ERR527077
SAMEA2581906	ERR527076
SAMEA2581905	ERR527075
SAMEA2581904	ERR527074
SAMEA2581903	ERR527073
SAMEA2581902	ERR527072
SAMEA2581901	ERR527071
SAMEA2581900	ERR527070
SAMEA2581897	ERR527067
SAMEA2581896	ERR527066
SAMEA2581895	ERR527065
SAMEA2581894	ERR527064
SAMEA2581893	ERR527063
SAMEA2581892	ERR527062
SAMEA2581891	ERR527061
SAMEA2581890	ERR527060
SAMEA2581889	ERR527059
SAMEA2581888	ERR527058
SAMEA2581887	ERR527057
SAMEA2581886	ERR527056
SAMEA2581885	ERR527055
SAMEA2581884	ERR527054
SAMEA2581883	ERR527053
SAMEA2581882	ERR527052
SAMEA2581881	ERR527051
SAMEA2581880	ERR527050
SAMEA2581879	ERR527049
SAMEA2581878	ERR527048
SAMEA2581877	ERR527047
SAMEA2581876	ERR527046
SAMEA2582017	ERR527045
SAMEA2582016	ERR527044
SAMEA2582014	ERR527042
SAMEA2582013	ERR527041
SAMEA2582012	ERR527040
SAMEA2582011	ERR527039
SAMEA2582010	ERR527038
SAMEA2582009	ERR527037
SAMEA2582008	ERR527036
SAMEA2582007	ERR527035
SAMEA2582006	ERR527034
SAMEA2582005	ERR527033
SAMEA2582004	ERR527032
SAMEA2582003	ERR527031
SAMEA2582002	ERR527030
SAMEA2582001	ERR527029
SAMEA2582000	ERR527028
SAMEA2581999	ERR527027
SAMEA2581998	ERR527026
SAMEA2581997	ERR527025
SAMEA2581995	ERR527023
SAMEA2581994	ERR527022
SAMEA2581992	ERR527020
SAMEA2581990	ERR527018
SAMEA2581989	ERR527017
SAMEA2581988	ERR527016
SAMEA2581987	ERR527015
SAMEA2581986	ERR527014
SAMEA2581985	ERR527013
SAMEA2581984	ERR527012
SAMEA2581982	ERR527010
SAMEA2581981	ERR527009
SAMEA2581980	ERR527008
SAMEA2581979	ERR527007
SAMEA2581978	ERR527006
SAMEA2581974	ERR532377
SAMEA2581875	ERR528329
SAMEA2582148	ERR532623
SAMEA2582147	ERR532622
SAMEA2582146	ERR532621
SAMEA2582145	ERR532620
SAMEA2582144	ERR532619
SAMEA2582138	ERR532618
SAMEA2582143	ERR532394
SAMEA2582142	ERR532393
SAMEA2582141	ERR532392
SAMEA2582140	ERR532391
SAMEA2582139	ERR532390
SAMEA2582137	ERR532389
SAMEA2582136	ERR532388
SAMEA2582135	ERR532387
SAMEA2582134	ERR532386
SAMEA2582133	ERR532385
SAMEA2582132	ERR532384
SAMEA2582131	ERR532383
SAMEA2582130	ERR532382
SAMEA2582129	ERR532381
SAMEA2582128	ERR532380
SAMEA2582127	ERR532379
SAMEA2582126	ERR532378
SAMEA2582125	ERR528749
SAMEA2582124	ERR528748
SAMEA2582123	ERR528747
SAMEA2582122	ERR528746
SAMEA2582121	ERR528745
SAMEA2582120	ERR528744
SAMEA2582119	ERR528743
SAMEA2582118	ERR528742
SAMEA2582117	ERR528741
SAMEA2582115	ERR528739
SAMEA2582113	ERR528737
SAMEA2582112	ERR528736
SAMEA2582111	ERR528735
SAMEA2582110	ERR528734
SAMEA2582109	ERR528733
SAMEA2582108	ERR528732
SAMEA2582107	ERR528731
SAMEA2582106	ERR528730
SAMEA2582105	ERR528729
SAMEA2582104	ERR528728
SAMEA2582103	ERR528727
SAMEA2582102	ERR528726
SAMEA2582101	ERR528725
SAMEA2582100	ERR528724
SAMEA2582099	ERR528723
SAMEA2582098	ERR528722
SAMEA2582097	ERR528721
SAMEA2582185	ERR528327
SAMEA2582184	ERR528326
SAMEA2582183	ERR528325
SAMEA2582182	ERR528324
SAMEA2582180	ERR528322
SAMEA2582179	ERR528321
SAMEA2582177	ERR528319
SAMEA2582175	ERR528317
SAMEA2582174	ERR528316
SAMEA2582173	ERR528315
SAMEA2582172	ERR528314
SAMEA2582171	ERR528313
SAMEA2582170	ERR528312
SAMEA2582169	ERR528311
SAMEA2582168	ERR528310
SAMEA2582167	ERR528309
SAMEA2582165	ERR528307
SAMEA2582164	ERR528306
SAMEA2582163	ERR528305
SAMEA2582162	ERR528304
SAMEA2582161	ERR528303
SAMEA2582160	ERR528302
SAMEA2582159	ERR528301
SAMEA2582158	ERR528300
SAMEA2582157	ERR528299
SAMEA2582156	ERR528298
SAMEA2582155	ERR528297
SAMEA2582153	ERR528295
SAMEA2582152	ERR528294
SAMEA2582151	ERR528293
SAMEA2582150	ERR528292
SAMEA2582149	ERR528291
SAMEA2582096	ERR527218
SAMEA2582095	ERR527217
SAMEA2582094	ERR527216
SAMEA2582093	ERR527215
SAMEA2582091	ERR527213
SAMEA2582089	ERR527211
SAMEA2582088	ERR527210
SAMEA2582087	ERR527209
SAMEA2582086	ERR527208
SAMEA2582085	ERR527207
SAMEA2582084	ERR527206
SAMEA2582083	ERR527205
SAMEA2582082	ERR527204
SAMEA2582081	ERR527203
SAMEA2582080	ERR527202
SAMEA2582079	ERR527201
SAMEA2582078	ERR527200
SAMEA2582077	ERR527199
SAMEA2582075	ERR527197
SAMEA2582074	ERR527196
SAMEA2582073	ERR527195
SAMEA2582072	ERR527194
SAMEA2582071	ERR527193
SAMEA2582070	ERR527192
SAMEA2582069	ERR527191
SAMEA2582068	ERR527190
SAMEA2582067	ERR527189
SAMEA2582066	ERR527188
SAMEA2582065	ERR527187
SAMEA2582064	ERR527186
SAMEA2582063	ERR527185
SAMEA2582061	ERR527183
SAMEA2582060	ERR527182
SAMEA2582058	ERR527180
SAMEA2582057	ERR527179
SAMEA2582056	ERR527178
SAMEA2582054	ERR527176
SAMEA2582053	ERR527175
SAMEA2582052	ERR527174
SAMEA2582051	ERR527173
SAMEA2582050	ERR527172
SAMEA2582049	ERR527171
SAMEA2582048	ERR527170
SAMEA2582047	ERR527169
SAMEA2582046	ERR527168
SAMEA2582044	ERR527166
SAMEA2582043	ERR527165
SAMEA2582042	ERR527164
SAMEA2582040	ERR527162
SAMEA2582039	ERR527161
SAMEA2582038	ERR527160
SAMEA2582037	ERR527159
SAMEA2582036	ERR527158
SAMEA2582035	ERR527157
SAMEA2582034	ERR527156
SAMEA2582033	ERR527155
SAMEA2582032	ERR527154
SAMEA2582031	ERR527153
SAMEA2582030	ERR527152
SAMEA2582029	ERR527151
SAMEA2582028	ERR527150
SAMEA2582026	ERR527148
SAMEA2582025	ERR527147
SAMEA2582024	ERR527146
SAMEA2582023	ERR527145
SAMEA2582022	ERR527144
SAMEA2582021	ERR527143
SAMEA2582020	ERR527142
SAMEA2582019	ERR527141
SAMEA2582018	ERR527140
SAMN16557108	SRR12934111
SAMN16557080	SRR12933904
SAMN16557042	SRR12934092
SAMN16557031	SRR12933847
SAMN16557039	SRR12933865
SAMN16557101	SRR12934146
SAMN16557048	SRR12934061
SAMN16557069	SRR12933958
SAMN16557081	SRR12933900
SAMN16557046	SRR12934070
SAMN16557073	SRR12933936
SAMN16557085	SRR12933878
SAMN16557096	SRR12933825
SAMN16557065	SRR12933975
SAMN16557090	SRR12933856
SAMN16557029	SRR12933945
SAMN16557057	SRR12934015
SAMN16557040	SRR12934142
SAMN16557093	SRR12933838
SAMN16557051	SRR12934048
SAMN16557068	SRR12933962
SAMN16557054	SRR12934026
SAMN16557103	SRR12934133
SAMN16557078	SRR12933914
SAMN16557037	SRR12933954
SAMN16557106	SRR12934119
SAMN16557025	SRR12934143
SAMN16557067	SRR12933967
SAMN16557107	SRR12934115
SAMN16557050	SRR12934052
SAMN16557027	SRR12934035
SAMN16557033	SRR12934097
SAMN16557047	SRR12934065
SAMN16557082	SRR12933891
SAMN16557089	SRR12933860
SAMN07414403	SRR5866600
SAMN07414399	SRR5866598
SAMN07414395	SRR5866594
SAMN07414394	SRR5866593
SAMN07414332	SRR5866571
SAMN07414362	SRR5866566
SAMN07414358	SRR5866560
SAMN07414314	SRR5866547
SAMN07414318	SRR5866543
SAMN07414286	SRR5866534
SAMN07414294	SRR5866517
SAMN07414302	SRR5866512
SAMN07414386	SRR5866505
SAMN07414390	SRR5866501
SAMN07414252	SRR5866498
SAMN07414244	SRR5866494
SAMN07414248	SRR5866490
SAMN07414350	SRR5866464
SAMN07414346	SRR5866460
SAMN07414354	SRR5866448
SAMN07414298	SRR5866440
SAMN07414290	SRR5866432
SAMN07414378	SRR5866427
SAMN07414374	SRR5866423
SAMN07414382	SRR5866421
SAMN07414261	SRR5866418
SAMN07414257	SRR5866414
SAMN07414256	SRR5866413
SAMN07414342	SRR5866371
SAMN07414334	SRR5866367
SAMN07414338	SRR5866363
SAMN07414411	SRR5866359
SAMN07414407	SRR5866355
SAMN07414310	SRR5866348
SAMN07414306	SRR5866344
SAMN07414322	SRR5866317
SAMN07414234	SRR5866314
SAMN07414238	SRR5866310
SAMN07414242	SRR5866306
SAMN07414366	SRR5866304
SAMN07414370	SRR5866300
SAMN07414326	SRR5866294
SAMN07414328	SRR5866287
SAMN07414278	SRR5866286
SAMN07414415	SRR5866284
SAMN07414274	SRR5866281
SAMN07414265	SRR5866279
SAMN07414269	SRR5866275
SAMN07414273	SRR5866271
SAMN07414282	SRR5866266
SAMN06110407	SRR5127664
SAMN06110462	SRR5127522
SAMN06110261	SRR5127435
SAMN06110315	SRR5127591
SAMN06110010	SRR5127398
SAMN06110290	SRR5127702
SAMN06110361	SRR5127836
SAMN06110187	SRR5127713
SAMN06110121	SRR5127782
SAMN06110331	SRR5127559
SAMN06110228	SRR5127858
SAMN06110431	SRR5127546
SAMN06110044	SRR5127584
SAMN06110363	SRR5127796
SAMN06110321	SRR5127439
SAMN06110045	SRR5127637
SAMN06110123	SRR5127446
SAMN06110221	SRR5127399
SAMN06110185	SRR5127762
SAMN06110292	SRR5127689
SAMN06110188	SRR5127496
SAMN06110384	SRR5127835
SAMN06110132	SRR5127700
SAMN06110447	SRR5127553
SAMN06110091	SRR5127430
SAMN06110020	SRR5127431
SAMN06110201	SRR5127570
SAMN06110210	SRR5127449
SAMN06110178	SRR5127419
SAMN06110347	SRR5127797
SAMN06110424	SRR5127815
SAMN06110370	SRR5127534
SAMN06110167	SRR5127396
SAMN06110409	SRR5127780
SAMN06110195	SRR5127601
SAMN06110467	SRR5127410
SAMN06110318	SRR5127636
SAMN06110171	SRR5127632
SAMN06110079	SRR5127775
SAMN06110401	SRR5127418
SAMN06110299	SRR5127455
SAMN06110001	SRR5127486
SAMN06110404	SRR5127744
SAMN06110468	SRR5127769
SAMN06110394	SRR5127740
SAMN06110336	SRR5127711
SAMN06110180	SRR5127639
SAMN06110301	SRR5127415
SAMN06110459	SRR5127656
SAMN06110325	SRR5127445
SAMN06110166	SRR5127831
SAMN06110398	SRR5127581
SAMN06110057	SRR5127565
SAMN06110170	SRR5127552
SAMN06110353	SRR5127407
SAMN06110438	SRR5127849
SAMN06110006	SRR5127828
SAMN06110387	SRR5127824
SAMN06110126	SRR5127630
SAMN06110208	SRR5127478
SAMN06110346	SRR5127403
SAMN06110433	SRR5127751
SAMN06110385	SRR5127675
SAMN06110099	SRR5127572
SAMN06110168	SRR5127756
SAMN06110445	SRR5127646
SAMN06110153	SRR5127454
SAMN06110056	SRR5127491
SAMN06110224	SRR5127393
SAMN06110038	SRR5127697
SAMN06110200	SRR5127649
SAMN06110082	SRR5127567
SAMN06110366	SRR5127539
SAMN06110206	SRR5127631
SAMN06110414	SRR5127825
SAMN06110316	SRR5127590
SAMN06110234	SRR5127564
SAMN06110399	SRR5127719
SAMN06110295	SRR5127761
SAMN06110156	SRR5127484
SAMN06110372	SRR5127695
SAMN06110053	SRR5127614
SAMN06110137	SRR5127594
SAMN06110312	SRR5127855
SAMN06110357	SRR5127699
SAMN06110216	SRR5127485
SAMN06110440	SRR5127453
SAMN06110124	SRR5127495
SAMN06110307	SRR5127417
SAMN06110430	SRR5127583
SAMN06110437	SRR5127569
SAMN06110136	SRR5127409
SAMN06110326	SRR5127772
SAMN06110249	SRR5127612
SAMN06110110	SRR5127658
SAMN06110134	SRR5127551
SAMN06110119	SRR5127846
SAMN06110275	SRR5127701
SAMN06110193	SRR5127848
SAMN06110365	SRR5127767
SAMN06110229	SRR5127743
SAMN06110235	SRR5127596
SAMN06110335	SRR5127679
SAMN06110122	SRR5127611
SAMN06110338	SRR5127578
SAMN06110007	SRR5127615
SAMN06110143	SRR5127704
SAMN06110257	SRR5127738
SAMN06110405	SRR5127598
SAMN06110253	SRR5127503
SAMN06110273	SRR5127424
SAMN06110092	SRR5127749
SAMN06110144	SRR5127547
SAMN06110014	SRR5127808
SAMN06110222	SRR5127613
SAMN06110240	SRR5127524
SAMN06110227	SRR5127425
SAMN06110205	SRR5127575
SAMN06110093	SRR5127778
SAMN06109999	SRR5127642
SAMN06110146	SRR5127633
SAMN06110374	SRR5127505
SAMN06110028	SRR5127504
SAMN06110218	SRR5127404
SAMN06110034	SRR5127714
SAMN06110243	SRR5127768
SAMN06110172	SRR5127525
SAMN06110189	SRR5127508
SAMN06110117	SRR5127482
SAMN06110270	SRR5127592
SAMN06110104	SRR5127426
SAMN06110090	SRR5127461
SAMN06110330	SRR5127753
SAMN06110463	SRR5127667
SAMN06110342	SRR5127411
SAMN06110421	SRR5127845
SAMN06110120	SRR5127837
SAMN06110389	SRR5127605
SAMN06110151	SRR5127573
SAMN06110429	SRR5127545
SAMN06110419	SRR5127444
SAMN06110274	SRR5127791
SAMN06110283	SRR5127795
SAMN06110364	SRR5127814
SAMN06110277	SRR5127473
SAMN06110334	SRR5127392
SAMN06110212	SRR5127718
SAMN06110265	SRR5127662
SAMN06110408	SRR5127456
SAMN06110285	SRR5127479
SAMN06110452	SRR5127841
SAMN06110071	SRR5127715
SAMN06110378	SRR5127477
SAMN06110246	SRR5127460
SAMN06110233	SRR5127406
SAMN06110160	SRR5127812
SAMN06110416	SRR5127472
SAMN06110050	SRR5127459
SAMN06110047	SRR5127600
SAMN06110373	SRR5127543
SAMN06110259	SRR5127506
SAMN06110061	SRR5127798
SAMN06110308	SRR5127501
SAMN06110019	SRR5127536
SAMN06110012	SRR5127416
SAMN06110254	SRR5127401
SAMN06110108	SRR5127514
SAMN06110247	SRR5127655
SAMN06110127	SRR5127603
SAMN06110436	SRR5127850
SAMN06110258	SRR5127585
SAMN06110016	SRR5127529
SAMN06110244	SRR5127610
SAMN06110242	SRR5127586
SAMN06110052	SRR5127857
SAMN06110191	SRR5127707
SAMN06110320	SRR5127571
SAMN06110418	SRR5127465
SAMN06110263	SRR5127693
SAMN06110220	SRR5127500
SAMN06110198	SRR5127839
SAMN06110070	SRR5127788
SAMN06110138	SRR5127558
SAMN06110323	SRR5127441
SAMN06110075	SRR5127523
SAMN06110245	SRR5127720
SAMN06110114	SRR5127607
SAMN06110089	SRR5127852
SAMN06110457	SRR5127452
SAMN06110087	SRR5127561
SAMN06110395	SRR5127728
SAMN06110175	SRR5127395
SAMN06110111	SRR5127851
SAMN06110271	SRR5127509
SAMN06110041	SRR5127663
SAMN06110140	SRR5127580
SAMN06110443	SRR5127566
SAMN06110199	SRR5127629
SAMN06110425	SRR5127678
SAMN06110049	SRR5127494
SAMN06110155	SRR5127487
SAMN06110131	SRR5127412
SAMN06110461	SRR5127627
SAMN06110350	SRR5127823
SAMN06110305	SRR5127748
SAMN06110112	SRR5127669
SAMN06110322	SRR5127654
SAMN06110162	SRR5127641
SAMN06110460	SRR5127739
SAMN06110009	SRR5127698
SAMN06110102	SRR5127643
SAMN06110072	SRR5127804
SAMN06110298	SRR5127518
SAMN06110085	SRR5127608
SAMN06110369	SRR5127489
SAMN06110332	SRR5127859
SAMN06110360	SRR5127468
SAMN06110376	SRR5127397
SAMN06110266	SRR5127405
SAMN06110179	SRR5127653
SAMN06110086	SRR5127765
SAMN06110351	SRR5127433
SAMN06110107	SRR5127834
SAMN06110294	SRR5127807
SAMN06110021	SRR5127847
SAMN06110015	SRR5127474
SAMN06110231	SRR5127792
SAMN06110215	SRR5127448
SAMN06110017	SRR5127777
SAMN06110064	SRR5127609
SAMN06110211	SRR5127722
SAMN06110068	SRR5127531
SAMN06110359	SRR5127750
SAMN06110037	SRR5127492
SAMN06110169	SRR5127517
SAMN06110306	SRR5127787
SAMN06110319	SRR5127499
SAMN06110109	SRR5127429
SAMN06110051	SRR5127803
SAMN06110081	SRR5127703
SAMN06110129	SRR5127696
SAMN06110397	SRR5127827
SAMN06110042	SRR5127771
SAMN06110182	SRR5127686
SAMN06110314	SRR5127644
SAMN06110003	SRR5127537
SAMN06110238	SRR5127498
SAMN06110415	SRR5127779
SAMN06110054	SRR5127755
SAMN06110309	SRR5127680
SAMN06110403	SRR5127635
SAMN06110286	SRR5127528
SAMN06110287	SRR5127737
SAMN06110116	SRR5127717
SAMN06110241	SRR5127538
SAMN06110337	SRR5127490
SAMN06110133	SRR5127730
SAMN06110324	SRR5127530
SAMN06110142	SRR5127574
SAMN06110267	SRR5127840
SAMN06110046	SRR5127731
SAMN06110434	SRR5127582
SAMN06110393	SRR5127507
SAMN06110392	SRR5127783
SAMN06110420	SRR5127626
SAMN06110413	SRR5127754
SAMN06110026	SRR5127606
SAMN06110450	SRR5127826
SAMN06110311	SRR5127757
SAMN06110148	SRR5127577
SAMN06110297	SRR5127432
SAMN06110158	SRR5127616
SAMN06110096	SRR5127554
SAMN06110400	SRR5127469
SAMN06110058	SRR5127786
SAMN06110161	SRR5127830
SAMN06110439	SRR5127451
SAMN06110406	SRR5127587
SAMN06110262	SRR5127800
SAMN06110260	SRR5127544
SAMN06110252	SRR5127421
SAMN06110000	SRR5127802
SAMN06110113	SRR5127602
SAMN06110066	SRR5127589
SAMN06110213	SRR5127650
SAMN06110428	SRR5127648
SAMN06110196	SRR5127652
SAMN06110289	SRR5127645
SAMN06110073	SRR5127521
SAMN06110055	SRR5127856
SAMN06110426	SRR5127725
SAMN06110328	SRR5127647
SAMN06110380	SRR5127527
SAMN06110412	SRR5127568
SAMN06110354	SRR5127801
SAMN06110164	SRR5127471
SAMN06110005	SRR5127861
SAMN06110382	SRR5127624
SAMN06110040	SRR5127784
SAMN06110276	SRR5127660
SAMN06110239	SRR5127497
SAMN06110442	SRR5127692
SAMN06110118	SRR5127549
SAMN06110022	SRR5127540
SAMN06110048	SRR5127759
SAMN06110083	SRR5127774
SAMN06110411	SRR5127414
SAMN06110033	SRR5127690
SAMN06110095	SRR5127817
SAMN06110310	SRR5127683
SAMN06110288	SRR5127741
SAMN06110152	SRR5127732
SAMN06110067	SRR5127671
SAMN06110018	SRR5127493
SAMN06110115	SRR5127733
SAMN06110278	SRR5127595
SAMN06110088	SRR5127593
SAMN06110352	SRR5127810
SAMN06110106	SRR5127688
SAMN06110203	SRR5127483
SAMN06110139	SRR5127526
SAMN06110446	SRR5127799
SAMN06110304	SRR5127620
SAMN06110062	SRR5127394
SAMN06110333	SRR5127464
SAMN06110268	SRR5127822
SAMN06110230	SRR5127512
SAMN06110282	SRR5127681
SAMN06110183	SRR5127513
SAMN06110454	SRR5127640
SAMN06110002	SRR5127665
SAMN06110248	SRR5127673
SAMN06110145	SRR5127651
SAMN06110097	SRR5127550
SAMN06110329	SRR5127516
SAMN06110027	SRR5127458
SAMN06110029	SRR5127661
SAMN06110141	SRR5127710
SAMN06110391	SRR5127440
SAMN06110345	SRR5127832
SAMN06110237	SRR5127818
SAMN06110256	SRR5127806
SAMN06110069	SRR5127515
SAMN06110101	SRR5127816
SAMN06110264	SRR5127729
SAMN06110303	SRR5127434
SAMN06110078	SRR5127794
SAMN06110204	SRR5127790
SAMN06110348	SRR5127773
SAMN06110163	SRR5127727
SAMN06110344	SRR5127628
SAMN06110453	SRR5127617
SAMN06110008	SRR5127400
SAMN06110410	SRR5127579
SAMN06110340	SRR5127532
SAMN06110177	SRR5127462
SAMN06110251	SRR5127820
SAMN06110293	SRR5127734
SAMN06110024	SRR5127447
SAMN06110184	SRR5127833
SAMN06110023	SRR5127789
SAMN06110065	SRR5127674
SAMN06110031	SRR5127763
SAMN06110422	SRR5127442
SAMN06110149	SRR5127745
SAMN06110035	SRR5127481
SAMN06110190	SRR5127747
SAMN06110059	SRR5127576
SAMN06110386	SRR5127533
SAMN06110060	SRR5127476
SAMN06110030	SRR5127862
SAMN06110074	SRR5127842
SAMN06110383	SRR5127781
SAMN06110011	SRR5127770
SAMN06110084	SRR5127724
SAMN06110349	SRR5127716
SAMN06110358	SRR5127682
SAMN06110388	SRR5127676
SAMN06110466	SRR5127668
SAMN06110456	SRR5127619
SAMN06110448	SRR5127541
SAMN06110417	SRR5127475
SAMN06110165	SRR5127450
SAMN06110449	SRR5127428
SAMN06110435	SRR5127413
SAMN07424466	SRR5983481
SAMN07424461	SRR5983476
SAMN07424412	SRR5983380
SAMN07424409	SRR5983379
SAMN07424418	SRR5983376
SAMN07424546	SRR5983373
SAMN07424407	SRR5983372
SAMN07424436	SRR5983354
SAMN07424429	SRR5983349
SAMN07424499	SRR5983329
SAMN07424516	SRR5983301
SAMN07424540	SRR5983290
SAMN07424383	SRR5983276
SAMN07424520	SRR5983267
SAMN07424522	SRR5983265
SAMN07424311	SRR5947872
SAMN07424264	SRR5947831
SAMN07424324	SRR5947820
SAMN07424465	SRR5983480
SAMN07424464	SRR5983479
SAMN07424467	SRR5983472
SAMN07424372	SRR5983470
SAMN07424369	SRR5983469
SAMN07424378	SRR5983462
SAMN07424533	SRR5983460
SAMN07424537	SRR5983452
SAMN07424472	SRR5983450
SAMN07424477	SRR5983441
SAMN07424479	SRR5983434
SAMN07424485	SRR5983428
